FF 142; FL 153; FR 158; LL 148; LL 142; EL     65554; ER        44;
FF 177; FL 168; FR  46; LL 156; LL 196; EL     65497; ER        87;
FF 178; FL 158; FR  51; LL 164; LL 199; EL     65521; ER       130;
FF 171; FL 148; FR  49; LL 173; LL 201; EL     65503; ER       151;
FF 177; FL 139; FR  56; LL 182; LL 195; EL     65453; ER       182;
FF 178; FL 134; FR  57; LL 191; LL 187; EL     65428; ER       182;
FF 186; FL 139; FR  67; LL 183; LL 194; EL     65409; ER       174;
FF 185; FL 146; FR  64; LL 190; LL 195; EL     65399; ER       215;
FF 190; FL 137; FR  59; LL 199; LL 187; EL     65428; ER       261;
FF 196; FL 145; FR  51; LL 204; LL 188; EL     65456; ER       261;
FF 190; FL 147; FR  59; LL 194; LL 180; EL     65454; ER       272;
FF 187; FL 148; FR  69; LL 189; LL 173; EL     65445; ER       222;
FF 181; FL 148; FR  73; LL 193; LL 165; EL     65494; ER       174;
FF 180; FL 140; FR  66; LL 201; LL 172; EL     65495; ER       216;
FF 179; FL 138; FR  59; LL 204; LL 167; EL     65530; ER       201;
FF 174; FL 147; FR  59; LL 199; LL 172; EL     65534; ER       229;
FF 171; FL 149; FR  61; LL 196; LL 171; EL         7; ER       222;
FF 173; FL 143; FR  66; LL 198; LL 166; EL     65563; ER       233;
FF 165; FL 133; FR  68; LL 190; LL 172; EL        50; ER       280;
FF 156; FL 138; FR  75; LL 183; LL 166; EL        17; ER       320;
FF 146; FL 132; FR  78; LL 192; LL 156; EL        57; ER       348;
FF 149; FL 133; FR  76; LL 197; LL 154; EL        60; ER       316;
FF 150; FL 134; FR  81; LL 207; LL 146; EL        85; ER       362;
FF 153; FL 139; FR  86; LL 204; LL 153; EL        65; ER       386;
FF 148; FL 148; FR  93; LL 214; LL 153; EL       115; ER       354;
FF 146; FL 154; FR  92; LL 220; LL 150; EL        87; ER       338;
FF 139; FL 162; FR  83; LL 220; LL 155; EL       124; ER       379;
FF 141; FL 154; FR  84; LL 220; LL 161; EL        91; ER       410;
FF 148; FL 155; FR  76; LL 212; LL 162; EL        92; ER       375;
FF 151; FL 149; FR  71; LL 216; LL 159; EL        55; ER       368;
FF 155; FL 143; FR  63; LL 220; LL 149; EL        22; ER       318;
FF 159; FL 144; FR  57; LL 210; LL 148; EL        59; ER       305;
FF 167; FL 139; FR  55; LL 209; LL 151; EL        72; ER       298;
FF 174; FL 131; FR  49; LL 219; LL 159; EL        59; ER       326;
FF 180; FL 129; FR  53; LL 220; LL 160; EL        31; ER       302;
FF 170; FL 128; FR  58; LL 219; LL 156; EL        36; ER       314;
FF 160; FL 119; FR  49; LL 218; LL 166; EL        63; ER       276;
FF 163; FL 123; FR  49; LL 220; LL 161; EL        86; ER       247;
FF 154; FL 117; FR  39; LL 216; LL 159; EL       125; ER       241;
FF 161; FL 110; FR  36; LL 211; LL 157; EL       136; ER       213;
FF 156; FL 116; FR  41; LL 210; LL 166; EL       147; ER       229;
FF 163; FL 124; FR  44; LL 213; LL 161; EL       151; ER       273;
FF 163; FL 122; FR  40; LL 219; LL 164; EL       115; ER       319;
FF 172; FL 112; FR  41; LL 214; LL 163; EL       148; ER       326;
FF 174; FL 102; FR  34; LL 205; LL 169; EL       129; ER       359;
FF 166; FL 102; FR  25; LL 198; LL 163; EL       130; ER       310;
FF 167; FL 108; FR  23; LL 205; LL 158; EL       145; ER       271;
FF 170; FL 116; FR  18; LL 211; LL 166; EL       195; ER       240;
FF 169; FL 126; FR  17; LL 206; LL 173; EL       162; ER       286;
FF 169; FL 118; FR  17; LL 201; LL 163; EL       181; ER       252;
FF 176; FL 114; FR   7; LL 199; LL 173; EL       161; ER       291;
FF 170; FL 123; FR   3; LL 190; LL 167; EL       151; ER       278;
FF 169; FL 129; FR   5; LL 188; LL 157; EL       153; ER       275;
FF 171; FL 138; FR  10; LL 194; LL 159; EL       201; ER       284;
FF 171; FL 139; FR  12; LL 202; LL 160; EL       169; ER       235;
FF 179; FL 140; FR  19; LL 207; LL 168; EL       150; ER       234;
FF 174; FL 130; FR  12; LL 210; LL 159; EL       171; ER       230;
FF 165; FL 125; FR  13; LL 212; LL 164; EL       161; ER       244;
FF 161; FL 130; FR  16; LL 219; LL 165; EL       137; ER       252;
FF 155; FL 125; FR  15; LL 220; LL 158; EL       114; ER       251;
FF 153; FL 127; FR  13; LL 216; LL 160; EL        93; ER       219;
FF 162; FL 133; FR  16; LL 220; LL 154; EL        90; ER       175;
FF 166; FL 136; FR  17; LL 220; LL 161; EL       133; ER       221;
FF 170; FL 132; FR  22; LL 217; LL 156; EL       133; ER       172;
FF 176; FL 134; FR  17; LL 216; LL 158; EL       164; ER       176;
FF 169; FL 127; FR  11; LL 217; LL 153; EL       153; ER       133;
FF 159; FL 122; FR  16; LL 211; LL 156; EL       175; ER       125;
FF 167; FL 119; FR  24; LL 218; LL 150; EL       216; ER       171;
FF 174; FL 119; FR  26; LL 213; LL 155; EL       251; ER       189;
FF 177; FL 120; FR  21; LL 209; LL 164; EL       281; ER       195;
FF 176; FL 126; FR  22; LL 213; LL 160; EL       303; ER       224;
FF 172; FL 117; FR  22; LL 220; LL 156; EL       269; ER       272;
FF 178; FL 108; FR  19; LL 220; LL 158; EL       223; ER       227;
FF 173; FL 114; FR  12; LL 220; LL 162; EL       258; ER       222;
FF 179; FL 121; FR  14; LL 220; LL 162; EL       298; ER       180;
FF 185; FL 130; FR   8; LL 212; LL 168; EL       264; ER       195;
FF 178; FL 129; FR  11; LL 209; LL 169; EL       238; ER       241;
FF 168; FL 138; FR   6; LL 212; LL 177; EL       246; ER       213;
FF 172; FL 145; FR   0; LL 214; LL 187; EL       206; ER       204;
FF 179; FL 139; FR   0; LL 208; LL 183; EL       254; ER       176;
FF 173; FL 131; FR   0; LL 215; LL 173; EL       297; ER       169;
FF 182; FL 128; FR   9; LL 207; LL 164; EL       285; ER       135;
FF 175; FL 128; FR   6; LL 199; LL 164; EL       291; ER        91;
FF 183; FL 123; FR   0; LL 189; LL 171; EL       323; ER        41;
FF 192; FL 133; FR   7; LL 188; LL 170; EL       304; ER        25;
FF 196; FL 139; FR   9; LL 193; LL 162; EL       282; ER        67;
FF 188; FL 131; FR  13; LL 200; LL 155; EL       242; ER        59;
FF 184; FL 128; FR   4; LL 190; LL 147; EL       266; ER        38;
FF 189; FL 132; FR   0; LL 189; LL 154; EL       251; ER        78;
FF 196; FL 138; FR   0; LL 196; LL 162; EL       269; ER        40;
FF 198; FL 128; FR   4; LL 199; LL 158; EL       225; ER     65538;
FF 208; FL 124; FR   9; LL 195; LL 168; EL       269; ER        38;
FF 216; FL 115; FR   6; LL 199; LL 176; EL       254; ER        64;
FF 220; FL 109; FR   9; LL 202; LL 167; EL       286; ER        48;
FF 220; FL 115; FR  18; LL 204; LL 159; EL       298; ER        55;
FF 220; FL 109; FR  21; LL 203; LL 161; EL       321; ER         9;
FF 220; FL 101; FR  13; LL 199; LL 156; EL       359; ER         7;
FF 216; FL  91; FR   4; LL 195; LL 166; EL       381; ER        29;
FF 220; FL  85; FR   0; LL 197; LL 175; EL       365; ER        14;
FF 217; FL  93; FR   0; LL 206; LL 167; EL       318; ER        37;
FF 220; FL 103; FR   0; LL 201; LL 177; EL       338; ER        46;
FF 220; FL 112; FR   0; LL 191; LL 183; EL       296; ER        43;
FF 220; FL 118; FR   0; LL 196; LL 191; EL       281; ER     65538;
FF 210; FL 109; FR   8; LL 187; LL 200; EL       316; ER     65532;
FF 203; FL 104; FR  13; LL 187; LL 200; EL       275; ER        28;
FF 208; FL 103; FR   3; LL 184; LL 203; EL       231; ER        70;
FF 206; FL  97; FR   0; LL 178; LL 194; EL       185; ER        46;
FF 214; FL  95; FR   7; LL 171; LL 188; EL       218; ER        92;
FF 209; FL  92; FR   6; LL 179; LL 191; EL       249; ER        58;
FF 206; FL 101; FR   0; LL 172; LL 193; EL       262; ER        15;
FF 210; FL 100; FR   2; LL 163; LL 187; EL       266; ER     65541;
FF 210; FL 100; FR   0; LL 163; LL 185; EL       219; ER        40;
FF 220; FL  99; FR   1; LL 153; LL 194; EL       250; ER        53;
FF 214; FL 103; FR   0; LL 156; LL 197; EL       215; ER        68;
FF 220; FL 103; FR   4; LL 148; LL 187; EL       166; ER        78;
FF 217; FL 108; FR   6; LL 144; LL 185; EL       123; ER        45;
FF 220; FL 115; FR  15; LL 148; LL 180; EL       117; ER        90;
FF 220; FL 105; FR  13; LL 146; LL 171; EL       145; ER       102;
FF 216; FL 105; FR  20; LL 140; LL 175; EL       118; ER        60;
FF 220; FL 105; FR  24; LL 137; LL 175; EL       139; ER        65;
FF 220; FL 114; FR  19; LL 131; LL 178; EL       151; ER        65;
FF 220; FL 114; FR  18; LL 140; LL 178; EL       105; ER        22;
FF 219; FL 117; FR  12; LL 143; LL 174; EL       118; ER        22;
FF 215; FL 117; FR   9; LL 138; LL 173; EL       168; ER        67;
FF 218; FL 108; FR   4; LL 136; LL 177; EL       184; ER        89;
FF 220; FL 113; FR   0; LL 131; LL 182; EL       232; ER        48;
FF 218; FL 121; FR   0; LL 137; LL 191; EL       267; ER        28;
FF 208; FL 123; FR   3; LL 141; LL 189; EL       264; ER     65543;
FF 217; FL 113; FR   1; LL 143; LL 187; EL       292; ER        54;
FF 216; FL 104; FR   0; LL 152; LL 183; EL       329; ER        71;
FF 219; FL 113; FR   0; LL 151; LL 177; EL       288; ER        96;
FF 220; FL 112; FR   0; LL 144; LL 183; EL       273; ER       103;
FF 217; FL 116; FR   0; LL 140; LL 178; EL       250; ER        99;
FF 218; FL 112; FR   0; LL 134; LL 178; EL       279; ER        64;
FF 212; FL 118; FR   5; LL 137; LL 186; EL       315; ER        22;
FF 220; FL 127; FR   6; LL 129; LL 196; EL       304; ER     65537;
FF 218; FL 130; FR   4; LL 130; LL 198; EL       258; ER     65520;
FF 214; FL 126; FR   8; LL 122; LL 190; EL       243; ER        16;
FF 214; FL 118; FR  13; LL 127; LL 191; EL       278; ER        17;
FF 206; FL 119; FR   7; LL 121; LL 187; EL       230; ER        47;
FF 207; FL 121; FR   7; LL 127; LL 197; EL       265; ER        40;
FF 201; FL 131; FR   3; LL 134; LL 202; EL       290; ER        32;
FF 195; FL 137; FR   0; LL 132; LL 195; EL       299; ER        72;
FF 200; FL 133; FR   3; LL 133; LL 188; EL       338; ER        22;
FF 199; FL 125; FR   0; LL 129; LL 180; EL       349; ER        33;
FF 200; FL 123; FR   6; LL 139; LL 178; EL       381; ER        83;
FF 191; FL 131; FR   8; LL 137; LL 173; EL       391; ER       107;
FF 201; FL 128; FR   9; LL 127; LL 172; EL       375; ER        59;
FF 195; FL 138; FR   1; LL 124; LL 162; EL       396; ER        91;
FF 188; FL 147; FR   2; LL 134; LL 153; EL       426; ER       115;
FF 193; FL 141; FR   1; LL 129; LL 146; EL       427; ER        77;
FF 199; FL 146; FR   0; LL 131; LL 141; EL       452; ER        67;
FF 201; FL 147; FR   9; LL 134; LL 150; EL       499; ER       112;
FF 193; FL 151; FR  15; LL 138; LL 156; EL       499; ER        74;
FF 191; FL 148; FR  11; LL 144; LL 164; EL       540; ER        74;
FF 193; FL 145; FR  20; LL 140; LL 164; EL       529; ER        60;
FF 187; FL 142; FR  20; LL 143; LL 156; EL       517; ER        93;
FF 186; FL 135; FR  29; LL 134; LL 165; EL       529; ER        62;
FF 187; FL 141; FR  22; LL 139; LL 158; EL       512; ER        90;
FF 194; FL 134; FR  16; LL 129; LL 156; EL       486; ER        55;
FF 189; FL 125; FR   9; LL 126; LL 157; EL       446; ER        68;
FF 183; FL 127; FR  16; LL 136; LL 152; EL       433; ER        82;
FF 192; FL 121; FR  18; LL 135; LL 152; EL       423; ER        72;
FF 200; FL 128; FR  18; LL 135; LL 159; EL       463; ER        46;
FF 205; FL 138; FR  26; LL 126; LL 157; EL       509; ER        13;
FF 205; FL 147; FR  24; LL 135; LL 154; EL       514; ER     65567;
FF 210; FL 156; FR  23; LL 125; LL 144; EL       563; ER        30;
FF 203; FL 157; FR  28; LL 125; LL 151; EL       574; ER        57;
FF 202; FL 159; FR  24; LL 131; LL 158; EL       559; ER        68;
FF 207; FL 157; FR  16; LL 135; LL 154; EL       562; ER        48;
FF 214; FL 155; FR   6; LL 145; LL 154; EL       546; ER        23;
FF 220; FL 159; FR   9; LL 154; LL 157; EL       503; ER     65556;
FF 220; FL 156; FR   2; LL 145; LL 166; EL       511; ER         6;
FF 217; FL 163; FR   2; LL 142; LL 161; EL       551; ER        42;
FF 213; FL 163; FR   0; LL 146; LL 154; EL       601; ER     65542;
FF 204; FL 157; FR   3; LL 140; LL 162; EL       614; ER        51;
FF 197; FL 167; FR   5; LL 143; LL 157; EL       603; ER        22;
FF 189; FL 172; FR   0; LL 138; LL 160; EL       625; ER        21;
FF 179; FL 167; FR   0; LL 148; LL 154; EL       617; ER     65540;
FF 176; FL 166; FR   0; LL 142; LL 149; EL       637; ER         2;
FF 172; FL 166; FR   3; LL 137; LL 159; EL       664; ER        28;
FF 167; FL 173; FR   3; LL 139; LL 168; EL       707; ER        42;
FF 161; FL 167; FR  12; LL 135; LL 168; EL       717; ER         5;
FF 160; FL 164; FR   3; LL 135; LL 168; EL       690; ER        28;
FF 152; FL 167; FR   0; LL 125; LL 161; EL       739; ER        78;
FF 154; FL 157; FR   9; LL 127; LL 171; EL       763; ER        60;
FF 150; FL 166; FR  13; LL 121; LL 166; EL       748; ER        62;
FF 157; FL 157; FR   3; LL 115; LL 170; EL       700; ER        98;
FF 167; FL 149; FR   8; LL 108; LL 165; EL       717; ER       111;
FF 158; FL 157; FR   0; LL 104; LL 158; EL       713; ER       130;
FF 159; FL 163; FR   2; LL 110; LL 164; EL       735; ER       117;
FF 169; FL 170; FR   7; LL 100; LL 171; EL       729; ER        68;
FF 166; FL 178; FR   2; LL 106; LL 167; EL       778; ER       115;
FF 168; FL 188; FR   3; LL 100; LL 166; EL       774; ER       165;
FF 165; FL 194; FR   0; LL  90; LL 173; EL       789; ER       142;
FF 155; FL 185; FR   0; LL  96; LL 183; EL       778; ER       132;
FF 150; FL 193; FR   6; LL 100; LL 182; EL       762; ER        91;
FF 160; FL 185; FR   2; LL 108; LL 176; EL       721; ER        61;
FF 170; FL 193; FR   8; LL 100; LL 169; EL       743; ER        66;
FF 177; FL 200; FR   3; LL  93; LL 159; EL       791; ER        16;
FF 175; FL 201; FR   6; LL  89; LL 158; EL       828; ER        41;
FF 172; FL 192; FR  15; LL  81; LL 149; EL       867; ER        59;
